geometry,buffered_geometry,longitude,latitude,ndvi,ndbi,ndwi,aerosol,label,index,place_id,licence,osm_type,osm_id,lat,lon,display_name,boundingbox,address.village,address.city,address.region,address.postcode,address.country,address.country_code,address.state,address.quarter,address.neighbourhood,address.town,address.amenity,address.road,address.building,address.aeroway,address.military,address.industrial
POINT (124.3073129733076 7.167611782791338),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30731297330757,
                7.167611782791338
              ]
            }
          }
        }
      }
    }
  }
})",124.30731297330757,7.167611782791338,0.3749057397287333,-0.2439916756566041,-0.1004519942427294,159.04,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.167650999999999,124.30141119999999,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.3058806037349 7.164432313108703),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30588060373488,
                7.164432313108703
              ]
            }
          }
        }
      }
    }
  }
})",124.30588060373488,7.164432313108701,0.3656342857294472,-0.24147765446361866,-0.09525465742696224,159.2754716981132,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.1667475000000005,124.3012952,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.2619271388093 7.199047783128835),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.26192713880933,
                7.199047783128835
              ]
            }
          }
        }
      }
    }
  }
})",124.26192713880931,7.199047783128835,0.2906399449372901,-0.1726863665992204,-0.10113412020833906,143.5223880597015,2,0,264966979,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855730933,7.200868799999999,124.26024469999999,"Cotabato City, Bangsamoro, 9601, Philippines","['7.2008688', '7.2016237', '124.2593178', '124.2602447']",,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.285096994632 7.236606199106631),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.285096994632,
                7.236606199106631
              ]
            }
          }
        }
      }
    }
  }
})",124.285096994632,7.236606199106632,0.3349139631547658,-0.17800228149769767,-0.13984934857562714,166.4444444444445,3,0,266132618,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,865204219,7.236521499999999,124.2855379,"Maguindanao, Bangsamoro, 9605, Philippines","['7.2325861', '7.23773', '124.2849612', '124.2862581']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2173096292552 7.242984192947625),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2173096292552,
                7.242984192947625
              ]
            }
          }
        }
      }
    }
  }
})",124.2173096292552,7.242984192947625,0.2408423960192701,-0.1778025302697309,-0.04994796886714431,123.0877192982456,0,0,120838583,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,88671383,7.243654698422747,124.21775545697152,"Kalanganan, Cotabato City, Bangsamoro, 9605, Philippines","['7.2348326', '7.2448259', '124.2159922', '124.2299987']",Kalanganan,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.2317291380632 7.18210700066753),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2317291380632,
                7.18210700066753
              ]
            }
          }
        }
      }
    }
  }
})",124.2317291380632,7.18210700066753,0.2715808020851994,-0.15617432661780045,-0.10533294097282286,194.7882938978829,0,0,265375933,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,858780439,7.1822291,124.2307886,"Tamontaka 1, Cotabato City, Bangsamoro, 9601, Philippines","['7.1816727', '7.1822291', '124.2305089', '124.2307886']",Tamontaka 1,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2147658591056 7.201613296035283),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21476585910557,
                7.2016132960352826
              ]
            }
          }
        }
      }
    }
  }
})",124.21476585910557,7.2016132960352826,0.2730245766601233,-0.18057747317592387,-0.08118199315498184,132.62436548223351,0,0,248183893,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,750288739,7.196902561061657,124.21268710553824,"Kalanganan Ⅱ, Bubong, Cotabato City, Bangsamoro, 9601, Philippines","['7.195077', '7.1980008', '124.1993857', '124.2136453']",Bubong,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,Kalanganan Ⅱ,,,,,,,,
POINT (124.2233962433404 7.240835387988914),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.22339624334037,
                7.2408353879889145
              ]
            }
          }
        }
      }
    }
  }
})",124.22339624334036,7.240835387988914,0.3039168237380594,-0.20480568813625566,-0.08499802941055291,122.7405541561713,0,0,120838583,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,88671383,7.2399403053302915,124.22280330608088,"Kalanganan, Cotabato City, Bangsamoro, 9605, Philippines","['7.2348326', '7.2448259', '124.2159922', '124.2299987']",Kalanganan,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.2300979270393 7.213301986334219),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23009792703934,
                7.213301986334219
              ]
            }
          }
        }
      }
    }
  }
})",124.23009792703934,7.213301986334219,0.26451420897243805,-0.1330502921189364,-0.12720380891300395,139.36533665835412,4,0,140408608,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,166903188,7.213309931687525,124.23009838744957,"Usman Subdivision, Bagua II, Cotabato City, Bangsamoro, 9601, Philippines","['7.2133077', '7.2191858', '124.2216423', '124.2335674']",Bagua II,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,Usman Subdivision,,,,,,,
POINT (124.2706848717526 7.226714392548529),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27068487175265,
                7.226714392548529
              ]
            }
          }
        }
      }
    }
  }
})",124.27068487175265,7.226714392548529,0.28810170851765016,-0.17294646053113513,-0.09943209362358432,172.2892768079801,2,0,244923059,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,727651616,7.227171814569789,124.26976441516729,"Cotabato City East Diversion Road, Salimbao, Maguindanao, Bangsamoro, 9605, Philippines","['7.223579', '7.2356853', '124.2678447', '124.2743405']",Salimbao,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,Cotabato City East Diversion Road,,,,
POINT (124.3023677304062 7.227198820774247),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30236773040616,
                7.227198820774247
              ]
            }
          }
        }
      }
    }
  }
})",124.30236773040615,7.227198820774247,0.3002218345710732,-0.1834406782486444,-0.09361733438910548,163.11999999999995,2,0,140578520,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,166900308,7.225680946082308,124.30409125039394,"Maguindanao, Bangsamoro, 9605, Philippines","['7.2236575', '7.2301714', '124.3014488', '124.3073711']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2139996880281 7.242222396530876),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21399968802814,
                7.242222396530876
              ]
            }
          }
        }
      }
    }
  }
})",124.21399968802814,7.2422223965308765,0.1882921353714624,-0.14867903456985998,-0.02776952364129775,133.64231738035264,1,0,230918424,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,648178110,7.243338499999999,124.21194609999999,"Kalanganan, Cotabato City, Bangsamoro, 9605, Philippines","['7.2404476', '7.2465395', '124.2103529', '124.2137204']",Kalanganan,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.2363450572635 7.237109166647389),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2363450572635,
                7.237109166647389
              ]
            }
          }
        }
      }
    }
  }
})",124.2363450572635,7.237109166647389,0.3197298677552379,-0.1889241401874304,-0.11866225282123093,123.16293532338308,3,0,230983021,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,648178108,7.23738310508626,124.23529677579091,"Katuli, Maguindanao, Bangsamoro, 9605, Philippines","['7.2344072', '7.2394551', '124.2344862', '124.2366479']",Katuli,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2757402198017 7.234491171126011),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27574021980173,
                7.234491171126011
              ]
            }
          }
        }
      }
    }
  }
})",124.27574021980172,7.234491171126011,0.31895719915412163,-0.17412104175103588,-0.12892523482900556,162.18546365914787,3,0,120889142,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,88670502,7.234623239778557,124.27580527824955,"Pigcawayan, North Cotabato, Soccsksargen, 9605, Philippines","['7.2194027', '7.2714783', '124.2743405', '124.3998925']",,,Soccsksargen,9605.0,Philippines,ph,North Cotabato,,,Pigcawayan,,,,,,
POINT (124.1878760208657 7.186743069086674),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.18787602086569,
                7.186743069086674
              ]
            }
          }
        }
      }
    }
  }
})",124.18787602086569,7.186743069086673,0.2807468279758562,-0.16887153124550636,-0.10225650400140096,198.07240948813984,0,0,142420027,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,173010255,7.1865266000000005,124.18817390000001,"Maguindanao, Bangsamoro, 9601, Philippines","['7.1814382', '7.1865266', '124.1852746', '124.1881739']",,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2891333536458 7.192606939555546),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.28913335364578,
                7.192606939555546
              ]
            }
          }
        }
      }
    }
  }
})",124.28913335364578,7.192606939555546,0.3384761724260266,-0.22122135646887764,-0.08946037532746974,110.96708860759495,2,0,79930370,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7716482927,7.1741617,124.26248429999998,"Tamontaka 3, Cotabato City, Bangsamoro, 9601, Philippines","['7.1541617', '7.1941617', '124.2424843', '124.2824843']",Tamontaka 3,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2666457663037 7.196462851242355),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.26664576630365,
                7.196462851242355
              ]
            }
          }
        }
      }
    }
  }
})",124.26664576630364,7.196462851242355,0.30079261000833263,-0.18332755539497053,-0.0978286115160847,136.90886392009992,2,0,128347661,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118610279,7.196587024252612,124.26672033203779,"Cotabato City, Bangsamoro, Philippines","['7.1914149', '7.196631', '124.2666471', '124.2734998']",,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.1849951081006 7.204108851778655),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.18499510810055,
                7.204108851778655
              ]
            }
          }
        }
      }
    }
  }
})",124.18499510810057,7.204108851778655,0.2802781154505499,-0.20545925437211235,-0.05903821007210459,122.40503144654085,0,0,273752066,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,925820844,7.206226028471113,124.17961039415123,"Datu Sarip Sinsuat, Ragundungan, Cotabato City, Bangsamoro, 9601, Philippines","['7.1948135', '7.2091588', '124.1766799', '124.1863364']",Ragundungan,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,Datu Sarip Sinsuat,,,,,,,
POINT (124.2309896574861 7.181197835536748),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23098965748612,
                7.181197835536748
              ]
            }
          }
        }
      }
    }
  }
})",124.23098965748613,7.181197835536747,0.2778243186233553,-0.16120378462552373,-0.10567738624086542,200.3003754693367,0,0,261025476,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,826459635,7.1812311,124.2310166,"Tamontaka 1, Cotabato City, Bangsamoro, 9601, Philippines","['7.178336', '7.1815904', '124.2305996', '124.2332254']",Tamontaka 1,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2974812332086 7.206561180762789),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.29748123320861,
                7.2065611807627885
              ]
            }
          }
        }
      }
    }
  }
})",124.2974812332086,7.206561180762788,0.26191473935714904,-0.1969740739435396,-0.04085045310658456,149.37328339575532,2,0,463713,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,198529966,7.2796468999999995,124.3038532,"Sultan Kudarat, Maguindanao, Bangsamoro, Philippines","['7.2396469', '7.3196469', '124.2638532', '124.3438532']",,,Bangsamoro,,Philippines,ph,Maguindanao,,,Sultan Kudarat,,,,,,
POINT (124.273383898743 7.239501097401466),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27338389874299,
                7.239501097401466
              ]
            }
          }
        }
      }
    }
  }
})",124.273383898743,7.239501097401466,0.3235523194774449,-0.1685838057961597,-0.14033241600449736,163.52,3,0,246785147,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,741603448,7.237046956404457,124.27273986612451,"Crossing Pinaring, Salimbao, Maguindanao, Bangsamoro, 9605, Philippines","['7.2356853', '7.2392197', '124.2644588', '124.2743405']",Salimbao,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,Crossing Pinaring,,,,,,,
POINT (124.2609280446715 7.182252491819528),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.26092804467154,
                7.182252491819528
              ]
            }
          }
        }
      }
    }
  }
})",124.26092804467156,7.182252491819527,0.31036479512729986,-0.1885157477409633,-0.10197664040918082,156.42446941323342,2,0,265001918,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855720011,7.182237613198004,124.26107746570612,"Tamontaka 3, Cotabato City, Bangsamoro, 9601, Philippines","['7.1745861', '7.191855', '124.2537329', '124.2639857']",Tamontaka 3,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2309543005032 7.230718321999232),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23095430050317,
                7.230718321999232
              ]
            }
          }
        }
      }
    }
  }
})",124.23095430050316,7.230718321999233,0.2948256512858421,-0.18411511139796527,-0.0996189149790978,139.71823899371068,0,0,13515674,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,1418105266,7.2322628,124.23354520000001,"Amirol Elementary School, Lugay - Lugay Bridge, Bagua II, Cotabato City, Bangsamoro, 9605, Philippines","['7.2322128', '7.2323128', '124.2334952', '124.2335952']",Bagua II,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,Amirol Elementary School,Lugay - Lugay Bridge,,,,
POINT (124.3064546661349 7.168458362350081),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30645466613494,
                7.168458362350081
              ]
            }
          }
        }
      }
    }
  }
})",124.30645466613493,7.168458362350081,0.3728740553960742,-0.2422137000301753,-0.1005751145123078,157.52926525529261,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.168273236843219,124.30139114069769,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.2760438786975 7.17636095452224),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2760438786975,
                7.17636095452224
              ]
            }
          }
        }
      }
    }
  }
})",124.2760438786975,7.17636095452224,0.3241014857478555,-0.20190630009788452,-0.0982583368511228,144.81592039800998,2,0,128639963,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118667290,7.1715876541753705,124.27366884496546,"Tamontaka Ⅳ, Tamontaka 3, Cotabato City, Bangsamoro, 9601, Philippines","['7.1629389', '7.1746653', '124.2615367', '124.2876793']",Tamontaka 3,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,Tamontaka Ⅳ,,,,,,,,
POINT (124.2441177457426 7.230793675116847),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.24411774574264,
                7.230793675116847
              ]
            }
          }
        }
      }
    }
  }
})",124.24411774574264,7.230793675116848,0.2425582876134724,-0.11750581298030267,-0.12012875856074301,141.38938053097348,4,0,131452796,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129194922,7.23057891380769,124.24412580243624,"Calsada, Maguindanao, Bangsamoro, 9605, Philippines","['7.2299094', '7.2321248', '124.2435318', '124.2456603']",Calsada,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2015676612142 7.235178081437448),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.20156766121418,
                7.235178081437448
              ]
            }
          }
        }
      }
    }
  }
})",124.20156766121418,7.235178081437447,0.14772017123885536,-0.13043347024979887,-0.0030816498400206764,130.57610062893082,1,0,66224215,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6085685409,7.249878,124.2071104,"Kalanganan, Cotabato City, Bangsamoro, Philippines","['7.229878', '7.269878', '124.1871104', '124.2271104']",Kalanganan,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.2221453997585 7.223399397696038),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.22214539975855,
                7.2233993976960384
              ]
            }
          }
        }
      }
    }
  }
})",124.22214539975857,7.2233993976960384,0.3273467176212828,-0.21019213202448048,-0.10285323198337158,131.70610211706102,0,0,140408608,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,166903188,7.219185799999999,124.2221814,"Usman Subdivision, Bagua II, Cotabato City, Bangsamoro, 9601, Philippines","['7.2133077', '7.2191858', '124.2216423', '124.2335674']",Bagua II,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,Usman Subdivision,,,,,,,
POINT (124.2885123003921 7.231113658804268),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.28851230039209,
                7.231113658804268
              ]
            }
          }
        }
      }
    }
  }
})",124.28851230039207,7.231113658804268,0.30374392091780805,-0.178526065289663,-0.1063912400863314,157.47051442910916,3,0,266569340,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,865204220,7.231052291628852,124.28878608840648,"Maguindanao, Bangsamoro, 9605, Philippines","['7.2271433', '7.2370464', '124.2871499', '124.289521']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2596801304016 7.168451988033747),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.25968013040159,
                7.1684519880337465
              ]
            }
          }
        }
      }
    }
  }
})",124.25968013040159,7.1684519880337465,0.32137799730473743,-0.20571693195204468,-0.09563676527148347,172.41169154228857,2,0,110316090,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,32806811,7.173773377080223,124.2582347103488,"Tamontaka 2, Cotabato City, Bangsamoro, 9601, Philippines","['7.1734232', '7.178336', '124.2331496', '124.2611354']",Tamontaka 2,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
